chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-04-19,8,Lose Control,Teddy Swims,6,1,86
2025-04-19,9,I'm The Problem,Morgan Wallen,9,2,10
2025-04-19,10,Beautiful Things,Benson Boone,11,2,63
2025-04-19,11,Birds Of A Feather,Billie Eilish,10,2,47
2025-04-19,12,Just In Case,Morgan Wallen,8,4,3
2025-04-19,13,APT.,ROSE & Bruno Mars,7,3,25
2025-04-19,14,Anxiety,Doechii,12,10,5
2025-04-19,15,That's So True,Gracie Abrams,13,6,25
2025-04-19,16,Not Like Us,Kendrick Lamar,15,1,48
2025-04-19,17,Espresso,Sabrina Carpenter,20,3,52
2025-04-19,18,TV Off,Kendrick Lamar Featuring Lefty Gunplay,16,2,20
2025-04-19,19,Love Somebody,Morgan Wallen,17,1,25
2025-04-19,20,I Had Some Help,Post Malone Featuring Morgan Wallen,19,1,48
2025-04-19,21,Mutt,Leon Thomas,21,21,10
2025-04-19,22,Messy,Lola Young,22,14,19
2025-04-19,23,Squabble Up,Kendrick Lamar,23,1,20
2025-04-19,24,Sports Car,Tate McRae,25,16,11
2025-04-19,25,30 For 30,SZA With Kendrick Lamar,24,10,16
2025-04-19,26,Timeless,The Weeknd & Playboi Carti,26,3,28
2025-04-19,27,Taste,Sabrina Carpenter,27,2,33
2025-04-19,28,Azizam,Ed Sheeran,0,28,1
2025-04-19,29,I Never Lie,Zach Top,31,29,29
2025-04-19,30,Stargazing,Myles Smith,32,19,47
2025-04-19,31,No One Noticed,The Marias,36,22,28
2025-04-19,32,I'm A Little Crazy,Morgan Wallen,30,17,3
2025-04-19,33,Dark Thoughts,Lil Tecca,28,28,4
2025-04-19,34,Caramel,Sleep Token,0,34,1
2025-04-19,35,Denial Is A River,Doechii,34,21,14
2025-04-19,36,Sailor Song,Gigi Perez,39,22,34
2025-04-19,37,Bad Dreams,Teddy Swims,40,37,19
2025-04-19,38,Abracadabra,Lady Gaga,33,13,10
2025-04-19,39,"Good Luck, Babe!",Chappell Roan,37,4,52
2025-04-19,40,The Giver,Chappell Roan,29,5,4
2025-04-19,41,Twilight Zone,Ariana Grande,18,18,2
2025-04-19,42,Worst Way,Riley Green,45,42,13
2025-04-19,43,Indigo,Sam Barber Featuring Avery Anna,44,42,18
2025-04-19,44,Good News,Shaboozey,51,44,20
2025-04-19,45,Wildflower,Billie Eilish,46,17,43
2025-04-19,46,Rather Lie,Playboi Carti & The Weeknd,35,4,4
2025-04-19,47,Sorry I'm Here For Someone Else,Benson Boone,47,44,6
2025-04-19,48,DTMF,Bad Bunny,41,2,14
2025-04-19,49,Cry For Me,The Weeknd,52,12,10
2025-04-19,50,Residuals,Chris Brown,49,40,31
2025-04-19,51,BMF,SZA,48,29,16
2025-04-19,52,End Of The World,Miley Cyrus,0,52,1
2025-04-19,53,Me Jalo,Fuerza Regida & Grupo Frontera,55,53,8
2025-04-19,54,Baile Inolvidable,Bad Bunny,57,3,14
2025-04-19,55,Am I Okay?,Megan Moroney,70,55,31
2025-04-19,56,Somebody Loves Me,PARTYNEXTDOOR & Drake,64,30,8
2025-04-19,57,Revolving Door,Tate McRae,61,22,7
2025-04-19,58,Ojos Tristes,"Selena Gomez, benny blanco & The Marias",56,56,3
2025-04-19,59,Smile,Morgan Wallen,58,4,15
2025-04-19,60,Dandelion,Ariana Grande,38,38,2
2025-04-19,61,Te Queria Ver,Aleman X Neton Vega,65,61,4
2025-04-19,62,Evil J0rdan,Playboi Carti,50,2,4
2025-04-19,63,Weren't For The Wind,Ella Langley,69,63,10
2025-04-19,64,Call Me When You Break Up,"Selena Gomez, benny blanco & Gracie Abrams",60,46,6
2025-04-19,65,Loco,Neton Vega,68,43,15
2025-04-19,66,Gimme A Hug,Drake,62,6,8
2025-04-19,67,Peekaboo,Kendrick Lamar Featuring AzChike,67,13,20
2025-04-19,68,Chest Pain (I Love),Malcolm Todd,0,68,1
2025-04-19,69,Hard Fought Hallelujah,Brandon Lake,71,51,8
2025-04-19,70,Back To Friends,sombr,90,70,2
2025-04-19,71,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",66,21,8
2025-04-19,72,Busy Woman,Sabrina Carpenter,76,27,8
2025-04-19,73,Heart Of A Woman,Summer Walker,73,57,24
2025-04-19,74,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,77,74,3
2025-04-19,75,EOO,Bad Bunny,75,24,12
2025-04-19,76,Like Him,"Tyler, The Creator Featuring Lola Young",74,29,24
2025-04-19,77,No Pole,Don Toliver,78,66,23
2025-04-19,78,Friends Like That,John Morgan Featuring Jason Aldean,87,78,3
2025-04-19,79,Love Me Not,Ravyn Lenae,81,79,2
2025-04-19,80,Holy Smokes,Bailey Zimmerman,88,54,12
2025-04-19,81,Texas,Blake Shelton,79,79,4
2025-04-19,82,Are You Even Real,Teddy Swims & GIVEON,85,59,9
2025-04-19,83,Morena,Neton Vega & Peso Pluma,93,83,2
2025-04-19,84,Feel It,d4vd,86,84,5
2025-04-19,85,Que Pasaria...,Rauw Alejandro & Bad Bunny,100,34,19
2025-04-19,86,Back To Me,The Marias,0,86,1
2025-04-19,87,Fix What You Didn't Break,Nate Smith,95,87,3
2025-04-19,88,Emergence,Sleep Token,0,57,3
2025-04-19,89,Intro (End Of The World),Ariana Grande,42,38,4
2025-04-19,90,Nuevayol,Bad Bunny,82,8,14
2025-04-19,91,Hometown Home,LOCASH,91,91,2
2025-04-19,92,The Largest,BigXthaPlug,0,71,12
2025-04-19,93,Headlock,Imogen Heap,97,82,11
2025-04-19,94,Tattoo,Tito Double P,99,72,6
2025-04-19,95,Backseat Driver,Kane Brown,0,79,5
2025-04-19,96,Undressed,sombr,0,96,1
2025-04-19,97,Little Things,Ella Mai,98,81,6
2025-04-19,98,Por Esos Ojos,Fuerza Regida,0,79,5
2025-04-19,99,Haunted,Kane Brown With Jelly Roll,0,58,4
2025-04-19,100,Khe?,Rauw Alejandro & Romeo Santos,0,60,10
2025-04-26,1,Luther,Kendrick Lamar & SZA,1,1,21
2025-04-26,2,Die With A Smile,Lady Gaga & Bruno Mars,3,1,35
2025-04-26,3,Nokia,Drake,2,2,9
2025-04-26,4,Pink Pony Club,Chappell Roan,5,4,44
2025-04-26,5,Ordinary,Alex Warren,7,5,10
2025-04-26,6,A Bar Song (Tipsy),Shaboozey,6,1,53
2025-04-26,7,Lose Control,Teddy Swims,8,1,87
2025-04-26,8,All The Way,BigXthaPlug Featuring Bailey Zimmerman,4,4,2
2025-04-26,9,Beautiful Things,Benson Boone,10,2,64
2025-04-26,10,I'm The Problem,Morgan Wallen,9,2,11
2025-04-26,11,Just In Case,Morgan Wallen,12,4,4
2025-04-26,12,Birds Of A Feather,Billie Eilish,11,2,48
2025-04-26,13,APT.,ROSE & Bruno Mars,13,3,26
2025-04-26,14,Anxiety,Doechii,14,10,6
2025-04-26,15,Espresso,Sabrina Carpenter,17,3,53
2025-04-26,16,Mutt,Leon Thomas,21,16,11
2025-04-26,17,I Had Some Help,Post Malone Featuring Morgan Wallen,20,1,49
2025-04-26,18,That's So True,Gracie Abrams,15,6,26
2025-04-26,19,Not Like Us,Kendrick Lamar,16,1,49
2025-04-26,20,Love Somebody,Morgan Wallen,19,1,26
2025-04-26,21,TV Off,Kendrick Lamar Featuring Lefty Gunplay,18,2,21
2025-04-26,22,Messy,Lola Young,22,14,20
2025-04-26,23,Sports Car,Tate McRae,24,16,12
2025-04-26,24,Squabble Up,Kendrick Lamar,23,1,21
2025-04-26,25,30 For 30,SZA With Kendrick Lamar,25,10,17
2025-04-26,26,Abracadabra,Lady Gaga,38,13,11
2025-04-26,27,Timeless,The Weeknd & Playboi Carti,26,3,29
2025-04-26,28,Taste,Sabrina Carpenter,27,2,34
2025-04-26,29,I Never Lie,Zach Top,29,29,30
2025-04-26,30,No One Noticed,The Marias,31,22,29
2025-04-26,31,Stargazing,Myles Smith,30,19,48
2025-04-26,32,Bad Dreams,Teddy Swims,37,32,20
2025-04-26,33,Fortnight,Taylor Swift Featuring Post Malone,0,1,21
2025-04-26,34,Good News,Shaboozey,44,34,21
2025-04-26,35,Sailor Song,Gigi Perez,36,22,35
2025-04-26,36,Sorry I'm Here For Someone Else,Benson Boone,47,36,7
2025-04-26,37,I'm A Little Crazy,Morgan Wallen,32,17,4
2025-04-26,38,Worst Way,Riley Green,42,38,14
2025-04-26,39,Azizam,Ed Sheeran,28,28,2
2025-04-26,40,Indigo,Sam Barber Featuring Avery Anna,43,40,19
2025-04-26,41,Dark Thoughts,Lil Tecca,33,28,5
2025-04-26,42,Denial Is A River,Doechii,35,21,15
2025-04-26,43,Cry For Me,The Weeknd,49,12,11
2025-04-26,44,Wildflower,Billie Eilish,45,17,44
2025-04-26,45,DTMF,Bad Bunny,48,2,15
2025-04-26,46,Residuals,Chris Brown,50,40,32
2025-04-26,47,Twilight Zone,Ariana Grande,41,18,3
2025-04-26,48,Me Jalo,Fuerza Regida & Grupo Frontera,53,48,9
2025-04-26,49,Rather Lie,Playboi Carti & The Weeknd,46,4,5
2025-04-26,50,Am I Okay?,Megan Moroney,55,50,32
2025-04-26,51,The Giver,Chappell Roan,40,5,5
2025-04-26,52,Weren't For The Wind,Ella Langley,63,52,11
2025-04-26,53,Baile Inolvidable,Bad Bunny,54,3,15
2025-04-26,54,Somebody Loves Me,PARTYNEXTDOOR & Drake,56,30,9
2025-04-26,55,BMF,SZA,51,29,17
2025-04-26,56,Back To Friends,sombr,70,56,3
2025-04-26,57,Friends Like That,John Morgan Featuring Jason Aldean,78,57,4
2025-04-26,58,Te Queria Ver,Aleman X Neton Vega,61,58,5
2025-04-26,59,Smile,Morgan Wallen,59,4,16
2025-04-26,60,Ojos Tristes,"Selena Gomez, benny blanco & The Marias",58,56,4
2025-04-26,61,Revolving Door,Tate McRae,57,22,8
2025-04-26,62,Loco,Neton Vega,65,43,16
2025-04-26,63,Hard Fought Hallelujah,Brandon Lake,69,51,9
2025-04-26,64,Peekaboo,Kendrick Lamar Featuring AzChike,67,13,21
2025-04-26,65,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,74,65,4
2025-04-26,66,Busy Woman,Sabrina Carpenter,72,27,9
2025-04-26,67,Holy Smokes,Bailey Zimmerman,80,54,13
2025-04-26,68,Caramel,Sleep Token,34,34,2
2025-04-26,69,End Of The World,Miley Cyrus,52,52,2
2025-04-26,70,Love Me Not,Ravyn Lenae,79,70,3
2025-04-26,71,Gimme A Hug,Drake,66,6,9
2025-04-26,72,Fix What You Didn't Break,Nate Smith,87,72,4
2025-04-26,73,Call Me When You Break Up,"Selena Gomez, benny blanco & Gracie Abrams",64,46,7
2025-04-26,74,Texas,Blake Shelton,81,74,5
2025-04-26,75,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",71,21,9
2025-04-26,76,No Pole,Don Toliver,77,66,24
2025-04-26,77,Chest Pain (I Love),Malcolm Todd,68,68,2
2025-04-26,78,Are You Even Real,Teddy Swims & GIVEON,82,59,10
2025-04-26,79,EOO,Bad Bunny,75,24,13
2025-04-26,80,Like Him,"Tyler, The Creator Featuring Lola Young",76,29,25
2025-04-26,81,Blue Strips,Jessie Murph,0,81,1
2025-04-26,82,The Largest,BigXthaPlug,92,71,13
2025-04-26,83,Morena,Neton Vega & Peso Pluma,83,83,3
2025-04-26,84,Undressed,sombr,96,84,2
2025-04-26,85,Feel It,d4vd,84,84,6
2025-04-26,86,Backseat Driver,Kane Brown,95,79,6
2025-04-26,87,Evil J0rdan,Playboi Carti,62,2,5
2025-04-26,88,Que Pasaria...,Rauw Alejandro & Bad Bunny,85,34,20
2025-04-26,89,Nuevayol,Bad Bunny,90,8,15
2025-04-26,90,"Henry, Come On",Lana Del Rey,0,90,1
2025-04-26,91,Haunted,Kane Brown With Jelly Roll,99,58,5
2025-04-26,92,Tattoo,Tito Double P,94,72,7
2025-04-26,93,Headlock,Imogen Heap,93,82,12
2025-04-26,94,Hands Of Time,Eric Church,0,94,1
2025-04-26,95,Por Esos Ojos,Fuerza Regida,98,79,6
2025-04-26,96,like JENNIE,JENNIE,0,83,2
2025-04-26,97,Not At This Party,Dasha,0,97,1
2025-04-26,98,Whiskey Drink,Jason Aldean,0,98,1
2025-04-26,99,Little Things,Ella Mai,97,81,7
2025-04-26,100,Dandelion,Ariana Grande,60,38,3
2025-05-03,1,Luther,Kendrick Lamar & SZA,1,1,22
2025-05-03,2,Die With A Smile,Lady Gaga & Bruno Mars,2,1,36
2025-05-03,3,Ordinary,Alex Warren,5,3,11
2025-05-03,4,Nokia,Drake,3,2,10
2025-05-03,5,A Bar Song (Tipsy),Shaboozey,6,1,54
2025-05-03,6,Pink Pony Club,Chappell Roan,4,4,45
2025-05-03,7,I'm The Problem,Morgan Wallen,10,2,12
2025-05-03,8,I Ain't Coming Back,Morgan Wallen & Post Malone,0,8,1
2025-05-03,9,Lose Control,Teddy Swims,7,1,88
2025-05-03,10,Beautiful Things,Benson Boone,9,2,65
2025-05-03,11,All The Way,BigXthaPlug Featuring Bailey Zimmerman,8,4,3
2025-05-03,12,Anxiety,Doechii,14,10,7
2025-05-03,13,Birds Of A Feather,Billie Eilish,12,2,49
2025-05-03,14,Just In Case,Morgan Wallen,11,4,5
2025-05-03,15,I Had Some Help,Post Malone Featuring Morgan Wallen,17,1,50
2025-05-03,16,APT.,ROSE & Bruno Mars,13,3,27
2025-05-03,17,Love Somebody,Morgan Wallen,20,1,27
2025-05-03,18,Mutt,Leon Thomas,16,16,12
2025-05-03,19,Espresso,Sabrina Carpenter,15,3,54
2025-05-03,20,That's So True,Gracie Abrams,18,6,27
2025-05-03,21,Not Like Us,Kendrick Lamar,19,1,50
2025-05-03,22,Messy,Lola Young,22,14,21
2025-05-03,23,TV Off,Kendrick Lamar Featuring Lefty Gunplay,21,2,22
2025-05-03,24,30 For 30,SZA With Kendrick Lamar,25,10,18
2025-05-03,25,Sports Car,Tate McRae,23,16,13
2025-05-03,26,Abracadabra,Lady Gaga,26,13,12
2025-05-03,27,Squabble Up,Kendrick Lamar,24,1,22
2025-05-03,28,Stargazing,Myles Smith,31,19,49
2025-05-03,29,No One Noticed,The Marias,30,22,30
2025-05-03,30,Bad Dreams,Teddy Swims,32,30,21
2025-05-03,31,I Never Lie,Zach Top,29,29,31
2025-05-03,32,Timeless,The Weeknd & Playboi Carti,27,3,30
2025-05-03,33,Taste,Sabrina Carpenter,28,2,35
2025-05-03,34,Sorry I'm Here For Someone Else,Benson Boone,36,34,8
2025-05-03,35,Blue Strips,Jessie Murph,81,35,2
2025-05-03,36,Worst Way,Riley Green,38,36,15
2025-05-03,37,Good News,Shaboozey,34,34,22
2025-05-03,38,Sailor Song,Gigi Perez,35,22,36
2025-05-03,39,Weren't For The Wind,Ella Langley,52,39,12
2025-05-03,40,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,63,40,10
2025-05-03,41,I'm A Little Crazy,Morgan Wallen,37,17,5
2025-05-03,42,Azizam,Ed Sheeran,39,28,3
2025-05-03,43,Wildflower,Billie Eilish,44,17,45
2025-05-03,44,Cry For Me,The Weeknd,43,12,12
2025-05-03,45,Dark Thoughts,Lil Tecca,41,28,6
2025-05-03,46,Residuals,Chris Brown,46,40,33
2025-05-03,47,Denial Is A River,Doechii,42,21,16
2025-05-03,48,DTMF,Bad Bunny,45,2,16
2025-05-03,49,Indigo,Sam Barber Featuring Avery Anna,40,40,20
2025-05-03,50,Am I Okay?,Megan Moroney,50,50,33
2025-05-03,51,Back To Friends,sombr,56,51,4
2025-05-03,52,Me Jalo,Fuerza Regida & Grupo Frontera,48,48,10
2025-05-03,53,Love Me Not,Ravyn Lenae,70,53,4
2025-05-03,54,Smile,Morgan Wallen,59,4,17
2025-05-03,55,Twilight Zone,Ariana Grande,47,18,4
2025-05-03,56,Somebody Loves Me,PARTYNEXTDOOR & Drake,54,30,10
2025-05-03,57,Undressed,sombr,84,57,3
2025-05-03,58,Revolving Door,Tate McRae,61,22,9
2025-05-03,59,Baile Inolvidable,Bad Bunny,53,3,16
2025-05-03,60,Rather Lie,Playboi Carti & The Weeknd,49,4,6
2025-05-03,61,The Giver,Chappell Roan,51,5,6
2025-05-03,62,Peekaboo,Kendrick Lamar Featuring AzChike,64,13,22
2025-05-03,63,BMF,SZA,55,29,18
2025-05-03,64,Fix What You Didn't Break,Nate Smith,72,64,5
2025-05-03,65,Holy Smokes,Bailey Zimmerman,67,54,14
2025-05-03,66,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,65,65,5
2025-05-03,67,Te Queria Ver,Aleman X Neton Vega,58,58,6
2025-05-03,68,Friends Like That,John Morgan Featuring Jason Aldean,57,57,5
2025-05-03,69,Loco,Neton Vega,62,43,17
2025-05-03,70,Texas,Blake Shelton,74,70,6
2025-05-03,71,Happen To Me,Russell Dickerson,0,71,1
2025-05-03,72,Your Way's Better,Forrest Frank,0,72,1
2025-05-03,73,Backseat Driver,Kane Brown,86,73,7
2025-05-03,74,Busy Woman,Sabrina Carpenter,66,27,10
2025-05-03,75,Are You Even Real,Teddy Swims & GIVEON,78,59,11
2025-05-03,76,Ojos Tristes,"Selena Gomez, benny blanco & The Marias",60,56,5
2025-05-03,77,EOO,Bad Bunny,79,24,14
2025-05-03,78,Steve's Lava Chicken,Jack Black,0,78,1
2025-05-03,79,The Largest,BigXthaPlug,82,71,14
2025-05-03,80,No Pole,Don Toliver,76,66,25
2025-05-03,81,Feel It,d4vd,85,81,7
2025-05-03,82,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",75,21,10
2025-05-03,83,Like Him,"Tyler, The Creator Featuring Lola Young",80,29,26
2025-05-03,84,Morena,Neton Vega & Peso Pluma,83,83,4
2025-05-03,85,Haunted,Kane Brown With Jelly Roll,91,58,6
2025-05-03,86,Gimme A Hug,Drake,71,6,10
2025-05-03,87,Headphones On,Addison Rae,0,87,1
2025-05-03,88,End Of The World,Miley Cyrus,69,52,3
2025-05-03,89,Whiskey Drink,Jason Aldean,98,89,2
2025-05-03,90,Call Me When You Break Up,"Selena Gomez, benny blanco & Gracie Abrams",73,46,8
2025-05-03,91,Forever To Me,Cole Swindell,0,91,1
2025-05-03,92,Whim Whamiee,PLUTO & YKNIECE,0,92,1
2025-05-03,93,Chest Pain (I Love),Malcolm Todd,77,68,3
2025-05-03,94,Nuevayol,Bad Bunny,89,8,16
2025-05-03,95,Party 4 U,Charli xcx,0,95,1
2025-05-03,96,Actin Up,Tommy Richman,0,96,1
2025-05-03,97,Tattoo,Tito Double P,92,72,8
2025-05-03,98,House Again,Hudson Westbrook,0,98,1
2025-05-03,99,like JENNIE,JENNIE,96,83,3
2025-05-03,100,Caramel,Sleep Token,68,34,3
2025-05-10,1,Luther,Kendrick Lamar & SZA,1,1,23
2025-05-10,2,Ordinary,Alex Warren,3,2,12
2025-05-10,3,Die With A Smile,Lady Gaga & Bruno Mars,2,1,37
2025-05-10,4,Nokia,Drake,4,2,11
2025-05-10,5,A Bar Song (Tipsy),Shaboozey,5,1,55
2025-05-10,6,Pink Pony Club,Chappell Roan,6,4,46
2025-05-10,7,Lose Control,Teddy Swims,9,1,89
2025-05-10,8,I'm The Problem,Morgan Wallen,7,2,13
2025-05-10,9,Beautiful Things,Benson Boone,10,2,66
2025-05-10,10,Anxiety,Doechii,12,10,8
2025-05-10,11,All The Way,BigXthaPlug Featuring Bailey Zimmerman,11,4,4
2025-05-10,12,Birds Of A Feather,Billie Eilish,13,2,50
2025-05-10,13,Just In Case,Morgan Wallen,14,4,6
2025-05-10,14,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,51
2025-05-10,15,Mutt,Leon Thomas,18,15,13
2025-05-10,16,That's So True,Gracie Abrams,20,6,28
2025-05-10,17,Love Somebody,Morgan Wallen,17,1,28
2025-05-10,18,Blue Strips,Jessie Murph,35,18,3
2025-05-10,19,Espresso,Sabrina Carpenter,19,3,55
2025-05-10,20,APT.,ROSE & Bruno Mars,16,3,28
2025-05-10,21,Messy,Lola Young,22,14,22
2025-05-10,22,Not Like Us,Kendrick Lamar,21,1,51
2025-05-10,23,30 For 30,SZA With Kendrick Lamar,24,10,19
2025-05-10,24,TV Off,Kendrick Lamar Featuring Lefty Gunplay,23,2,23
2025-05-10,25,I Ain't Coming Back,Morgan Wallen & Post Malone,8,8,2
2025-05-10,26,No One Noticed,The Marias,29,22,31
2025-05-10,27,I Never Lie,Zach Top,31,27,32
2025-05-10,28,Squabble Up,Kendrick Lamar,27,1,23
2025-05-10,29,Stargazing,Myles Smith,28,19,50
2025-05-10,30,Taste,Sabrina Carpenter,33,2,36
2025-05-10,31,Bad Dreams,Teddy Swims,30,30,22
2025-05-10,32,Sports Car,Tate McRae,25,16,14
2025-05-10,33,Sorry I'm Here For Someone Else,Benson Boone,34,33,9
2025-05-10,34,Abracadabra,Lady Gaga,26,13,13
2025-05-10,35,Timeless,The Weeknd & Playboi Carti,32,3,31
2025-05-10,36,What Was That,Lorde,0,36,1
2025-05-10,37,Worst Way,Riley Green,36,36,16
2025-05-10,38,Good News,Shaboozey,37,34,23
2025-05-10,39,Money On Money,Young Thug Featuring Future,0,39,1
2025-05-10,40,Mystical Magical,Benson Boone,0,40,1
2025-05-10,41,Weren't For The Wind,Ella Langley,39,39,13
2025-05-10,42,Sailor Song,Gigi Perez,38,22,37
2025-05-10,43,Wildflower,Billie Eilish,43,17,46
2025-05-10,44,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,40,40,11
2025-05-10,45,Cry For Me,The Weeknd,44,12,13
2025-05-10,46,Dark Thoughts,Lil Tecca,45,28,7
2025-05-10,47,Damocles,Sleep Token,0,47,1
2025-05-10,48,Indigo,Sam Barber Featuring Avery Anna,49,40,21
2025-05-10,49,Azizam,Ed Sheeran,42,28,4
2025-05-10,50,Back To Friends,sombr,51,50,5
2025-05-10,51,Residuals,Chris Brown,46,40,34
2025-05-10,52,DTMF,Bad Bunny,48,2,17
2025-05-10,53,Love Me Not,Ravyn Lenae,53,53,5
2025-05-10,54,Am I Okay?,Megan Moroney,50,50,34
2025-05-10,55,I'm A Little Crazy,Morgan Wallen,41,17,6
2025-05-10,56,Undressed,sombr,57,56,4
2025-05-10,57,Party 4 U,Charli xcx,95,57,2
2025-05-10,58,Me Jalo,Fuerza Regida & Grupo Frontera,52,48,11
2025-05-10,59,Somebody Loves Me,PARTYNEXTDOOR & Drake,56,30,11
2025-05-10,60,Denial Is A River,Doechii,47,21,17
2025-05-10,61,Texas,Blake Shelton,70,61,7
2025-05-10,62,Your Way's Better,Forrest Frank,72,62,2
2025-05-10,63,After All The Bars Are Closed,Thomas Rhett,0,63,1
2025-05-10,64,Peekaboo,Kendrick Lamar Featuring AzChike,62,13,23
2025-05-10,65,Revolving Door,Tate McRae,58,22,10
2025-05-10,66,Twilight Zone,Ariana Grande,55,18,5
2025-05-10,67,Fix What You Didn't Break,Nate Smith,64,64,6
2025-05-10,68,Baile Inolvidable,Bad Bunny,59,3,17
2025-05-10,69,Smile,Morgan Wallen,54,4,18
2025-05-10,70,Rather Lie,Playboi Carti & The Weeknd,60,4,7
2025-05-10,71,Happen To Me,Russell Dickerson,71,71,2
2025-05-10,72,House Again,Hudson Westbrook,98,72,2
2025-05-10,73,Holy Smokes,Bailey Zimmerman,65,54,15
2025-05-10,74,Backseat Driver,Kane Brown,73,73,8
2025-05-10,75,Feel It,d4vd,81,75,8
2025-05-10,76,Te Queria Ver,Aleman X Neton Vega,67,58,7
2025-05-10,77,Amen,Shaboozey & Jelly Roll,0,77,1
2025-05-10,78,Loco,Neton Vega,69,43,18
2025-05-10,79,My World,Chuckyy,0,79,1
2025-05-10,80,The Giver,Chappell Roan,61,5,7
2025-05-10,81,EOO,Bad Bunny,77,24,15
2025-05-10,82,BMF,SZA,63,29,19
2025-05-10,83,Are You Even Real,Teddy Swims & GIVEON,75,59,12
2025-05-10,84,Busy Woman,Sabrina Carpenter,74,27,11
2025-05-10,85,Whim Whamiee,PLUTO & YKNIECE,92,85,2
2025-05-10,86,The Largest,BigXthaPlug,79,71,15
2025-05-10,87,No Pole,Don Toliver,80,66,26
2025-05-10,88,Steve's Lava Chicken,Jack Black,78,78,2
2025-05-10,89,Like Him,"Tyler, The Creator Featuring Lola Young",83,29,27
2025-05-10,90,Morena,Neton Vega & Peso Pluma,84,83,5
2025-05-10,91,Whiskey Drink,Jason Aldean,89,89,3
2025-05-10,92,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",82,21,11
2025-05-10,93,End Of The World,Miley Cyrus,88,52,4
2025-05-10,94,Friends Like That,John Morgan Featuring Jason Aldean,68,57,6
2025-05-10,95,Haunted,Kane Brown With Jelly Roll,85,58,7
2025-05-10,96,Caramel,Sleep Token,100,34,4
2025-05-10,97,"3,2,1",Tucker Wetmore,0,97,1
2025-05-10,98,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,66,65,6
2025-05-10,99,Ribs,Lorde,0,99,1
2025-05-10,100,Gimme A Hug,Drake,86,6,11
2025-05-17,1,Luther,Kendrick Lamar & SZA,1,1,24
2025-05-17,2,Ordinary,Alex Warren,2,2,13
2025-05-17,3,Die With A Smile,Lady Gaga & Bruno Mars,3,1,38
2025-05-17,4,A Bar Song (Tipsy),Shaboozey,5,1,56
2025-05-17,5,Nokia,Drake,4,2,12
2025-05-17,6,Pink Pony Club,Chappell Roan,6,4,47
2025-05-17,7,Lose Control,Teddy Swims,7,1,90
2025-05-17,8,Beautiful Things,Benson Boone,9,2,67
2025-05-17,9,Anxiety,Doechii,10,9,9
2025-05-17,10,I'm The Problem,Morgan Wallen,8,2,14
2025-05-17,11,Birds Of A Feather,Billie Eilish,12,2,51
2025-05-17,12,All The Way,BigXthaPlug Featuring Bailey Zimmerman,11,4,5
2025-05-17,13,Mutt,Leon Thomas,15,13,14
2025-05-17,14,I Had Some Help,Post Malone Featuring Morgan Wallen,14,1,52
2025-05-17,15,Blue Strips,Jessie Murph,18,15,4
2025-05-17,16,Love Somebody,Morgan Wallen,17,1,29
2025-05-17,17,Just In Case,Morgan Wallen,13,4,7
2025-05-17,18,Messy,Lola Young,21,14,23
2025-05-17,19,Espresso,Sabrina Carpenter,19,3,56
2025-05-17,20,APT.,ROSE & Bruno Mars,20,3,29
2025-05-17,21,That's So True,Gracie Abrams,16,6,29
2025-05-17,22,Not Like Us,Kendrick Lamar,22,1,52
2025-05-17,23,30 For 30,SZA With Kendrick Lamar,23,10,20
2025-05-17,24,I Never Lie,Zach Top,27,24,33
2025-05-17,25,Burning Blue,Mariah The Scientist,0,25,1
2025-05-17,26,Stargazing,Myles Smith,29,19,51
2025-05-17,27,TV Off,Kendrick Lamar Featuring Lefty Gunplay,24,2,24
2025-05-17,28,No One Noticed,The Marias,26,22,32
2025-05-17,29,I Ain't Coming Back,Morgan Wallen & Post Malone,25,8,3
2025-05-17,30,Bad Dreams,Teddy Swims,31,30,23
2025-05-17,31,Abracadabra,Lady Gaga,34,13,14
2025-05-17,32,Sorry I'm Here For Someone Else,Benson Boone,33,32,10
2025-05-17,33,Worst Way,Riley Green,37,33,17
2025-05-17,34,Sports Car,Tate McRae,32,16,15
2025-05-17,35,Squabble Up,Kendrick Lamar,28,1,24
2025-05-17,36,Backup Plan,Bailey Zimmerman & Luke Combs,0,36,1
2025-05-17,37,Timeless,The Weeknd & Playboi Carti,35,3,32
2025-05-17,38,Taste,Sabrina Carpenter,30,2,37
2025-05-17,39,Good News,Shaboozey,38,34,24
2025-05-17,40,Weren't For The Wind,Ella Langley,41,39,14
2025-05-17,41,Love Me Not,Ravyn Lenae,53,41,6
2025-05-17,42,Wildflower,Billie Eilish,43,17,47
2025-05-17,43,Sailor Song,Gigi Perez,42,22,38
2025-05-17,44,Undressed,sombr,56,44,5
