Age,Gender,Education Level,Job Title,Years of Experience,Salary,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,160000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,55000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,FALSE
34,Male,PhD,Research Director,11,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,160000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,55000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,FALSE
34,Male,PhD,Research Director,11,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,160000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,55000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,FALSE
34,Male,PhD,Research Director,11,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,160000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,55000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,FALSE
34,Male,PhD,Research Director,11,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,160000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,55000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,FALSE
34,Male,PhD,Research Director,11,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,160000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,55000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,FALSE
34,Male,PhD,Research Director,11,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,180000,FALSE
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,FALSE
33,Male,Master's Degree,Software Engineer,9,120000,FALSE
26,Female,Bachelor's Degree,Graphic Designer,1,45000,FALSE
29,Male,Bachelor's Degree,Product Manager,5,80000,FALSE
35,Female,PhD,Research Scientist,11,150000,FALSE
27,Male,Bachelor's Degree,Software Engineer,2,65000,FALSE
31,Female,Bachelor's Degree,Marketing Manager,7,100000,FALSE
28,Male,Master's Degree,Financial Analyst,4,90000,FALSE
24,Female,Bachelor's Degree,Marketing Analyst,0,40000,FALSE
30,Male,Bachelor's Degree,Project Manager,6,110000,FALSE
34,Female,PhD,Research Director,12,170000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,75000,FALSE
33,Female,Master's Degree,Marketing Manager,8,120000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
25,Female,High School,Customer Service Representative,1,30000,FALSE
36,Male,PhD,Research Scientist,13,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,15,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,1,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
28,Male,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Female,Bachelor's Degree,Product Manager,7,110000,FALSE
24,Male,High School,Delivery Driver,0,28000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,210000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
29,Male,Bachelor's Degree,Software Engineer,3,75000,FALSE
32,Female,Master's Degree,Marketing Manager,8,120000,FALSE
27,Male,Bachelor's Degree,Product Manager,2,65000,FALSE
30,Female,PhD,Data Scientist,6,100000,FALSE
36,Male,Bachelor's Degree,Financial Analyst,11,150000,FALSE
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,FALSE
33,Male,Master's Degree,Software Engineer,9,120000,FALSE
26,Female,Bachelor's Degree,Graphic Designer,1,45000,FALSE
29,Male,Bachelor's Degree,Product Manager,5,80000,FALSE
35,Female,PhD,Research Scientist,11,150000,FALSE
27,Male,Bachelor's Degree,Software Engineer,2,65000,FALSE
31,Female,Bachelor's Degree,Marketing Manager,7,100000,FALSE
28,Male,Master's Degree,Financial Analyst,4,90000,FALSE
24,Female,Bachelor's Degree,Marketing Analyst,0,40000,FALSE
30,Male,Bachelor's Degree,Project Manager,6,110000,FALSE
34,Female,PhD,Research Director,12,170000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,75000,FALSE
33,Female,Master's Degree,Marketing Manager,8,120000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
25,Female,High School,Customer Service Representative,1,30000,FALSE
36,Male,PhD,Research Scientist,13,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,15,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,1,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
28,Male,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Female,Bachelor's Degree,Product Manager,7,110000,FALSE
24,Male,High School,Delivery Driver,0,28000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,210000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
27,Male,PhD,Marketing Coordinator,7,120000,FALSE
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,FALSE
33,Male,Master's Degree,Software Engineer,8,120000,FALSE
27,Female,Bachelor's Degree,Product Manager,2,65000,FALSE
30,Male,PhD,Data Scientist,6,100000,FALSE
36,Female,Bachelor's Degree,Financial Analyst,11,150000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Female,Master's Degree,Software Engineer,9,120000,FALSE
26,Male,Bachelor's Degree,Graphic Designer,1,45000,FALSE
29,Female,Bachelor's Degree,Product Manager,5,80000,FALSE
35,Male,PhD,Research Scientist,11,150000,FALSE
27,Male,Bachelor's Degree,Software Engineer,2,65000,FALSE
31,Female,Bachelor's Degree,Marketing Manager,7,100000,FALSE
28,Male,Master's Degree,Financial Analyst,4,90000,FALSE
24,Female,Bachelor's Degree,Marketing Analyst,0,40000,FALSE
30,Male,Bachelor's Degree,Project Manager,6,110000,FALSE
34,Female,PhD,Research Director,12,170000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,75000,FALSE
33,Female,Master's Degree,Marketing Manager,8,120000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
25,Female,High School,Customer Service Representative,1,30000,FALSE
36,Male,PhD,Research Scientist,13,180000,FALSE
39,Female,Bachelor's Degree,Financial Manager,15,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,1,50000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
28,Male,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Female,Bachelor's Degree,Product Manager,7,110000,FALSE
24,Male,High School,Delivery Driver,0,28000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,210000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
26,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
31,Female,PhD,Data Scientist,8,140000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,130000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,12,170000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,FALSE
34,Male,PhD,Research Director,11,160000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
37,Male,Master's Degree,Marketing Director,14,190000,FALSE
39,Female,Bachelor's Degree,Financial Manager,16,200000,FALSE
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,FALSE
34,Male,Master's Degree,Software Engineer,9,125000,FALSE
